VideoID,Title,PublishedAt,ChannelName,Views,Likes,Comments,Duration_seconds
m4FV-c101B4,الحرب الأهلية الأمريكية ١ | الدحيح,2024-09-07 17:00:06+00:00,New Media Academy Life ,4226633.0,108603.0,2673.0,2202.0
kFnrcVkpDPk,البرص | الدحيح,2024-09-03 17:00:07+00:00,New Media Academy Life ,2272882.0,71627.0,3520.0,1415.0
1VbDzaIVuJI,الثقافة الكورية | الدحيح,2024-08-31 17:00:06+00:00,New Media Academy Life ,3824387.0,130851.0,4223.0,1968.0
Vq04T0Cwj5Y,01110011 01110100 01110101 01110000 01101001 01100100 | الدحيح,2024-08-27 17:00:07+00:00,New Media Academy Life ,2975669.0,103521.0,3966.0,1711.0
ks7yL0Vl-P8,طريقك لأفضل جنسية | الدحيح,2024-08-24 17:00:07+00:00,New Media Academy Life ,3739437.0,104750.0,2948.0,1897.0
1_oBBYS3rRs,الزواج السعيد.. علميًا | الدحيح,2024-08-20 17:00:07+00:00,New Media Academy Life ,5062702.0,139831.0,3704.0,1761.0
U_cHdU1xv3k,الخياطة | الدحيح,2024-08-17 17:00:21+00:00,New Media Academy Life ,2450668.0,63410.0,1686.0,1862.0
yyTnuv1gxfc,حيوان ضخمُ الحجم لديه سنام فوق ظهره وملقَّب بسفينة الصحراء.. فمَن هو | الدحيح,2024-08-13 17:00:07+00:00,New Media Academy Life ,2895452.0,88815.0,3841.0,1340.0
nq0EOeSyRBs,أيرلندا | الدحيح,2024-08-10 17:00:06+00:00,New Media Academy Life ,2829314.0,90947.0,2319.0,1599.0
k1t55VUefPI,الشركة العالمية للأبطال الخارقين | الدحيح,2024-08-06 17:00:07+00:00,New Media Academy Life ,4129431.0,117012.0,2215.0,2406.0
U62Jkd529LI,العشاء الأخير | الدحيح,2024-08-03 17:00:07+00:00,New Media Academy Life ,6338853.0,210469.0,9241.0,1750.0
W8syF8UF_Bg,الملح | الدحيح,2024-07-30 17:00:07+00:00,New Media Academy Life ,4100719.0,97280.0,1924.0,1866.0
wCRw3hgIZv4,مافيا | الدحيح,2024-07-27 17:00:07+00:00,New Media Academy Life ,4347130.0,100203.0,1583.0,2043.0
72sfOuuRX94,كوكب القرود | الدحيح,2024-07-23 17:00:06+00:00,New Media Academy Life ,2675674.0,81514.0,3246.0,1383.0
L-fOHHnVBtY,تويوتا | الدحيح,2024-07-20 17:00:07+00:00,New Media Academy Life ,4959435.0,122725.0,2210.0,1832.0
-fyJk0JBG4k,الماسونية | الدحيح,2024-07-16 17:00:06+00:00,New Media Academy Life ,9465078.0,261752.0,12825.0,1655.0
PhnCwZKiHpE,الإنتخابات الأمريكية | الدحيح,2024-07-13 17:00:07+00:00,New Media Academy Life ,4779486.0,101496.0,3294.0,2470.0
1bkakLwbPJ0,كلوب 2 | الدحيح,2024-07-09 17:00:06+00:00,New Media Academy Life ,2384979.0,94197.0,1853.0,1384.0
W-ZRzXcw2QM,كلوب | الدحيح,2024-07-06 17:00:07+00:00,New Media Academy Life ,3248365.0,113846.0,2029.0,1355.0
wE6NNKcnaPA,السفينة التي لا تغرق | الدحيح,2024-07-02 17:00:06+00:00,New Media Academy Life ,5968804.0,173514.0,3796.0,1671.0
BO7mALtbs_k,روميل ثعلب الصحراء | الدحيح,2024-06-29 17:00:06+00:00,New Media Academy Life ,4853723.0,116621.0,2715.0,2340.0
opQIQ5Xhkb4,لصوص لكن شرفاء | الدحيح,2024-06-25 17:00:07+00:00,New Media Academy Life ,2965994.0,77761.0,1942.0,1662.0
25o4-Tl-B58,تسلا 2 | الدحيح,2024-06-22 17:00:06+00:00,New Media Academy Life ,3170872.0,94212.0,2637.0,2032.0
4i7c8g5lA5U,العبقري الذي أضاء العالم | الدحيح,2024-06-18 17:00:07+00:00,New Media Academy Life ,4288498.0,137105.0,3582.0,1484.0
nvhh95cyRDw,كيف تخفي طائرة إلى الأبد ؟ | الدحيح,2024-06-15 17:00:07+00:00,New Media Academy Life ,7034928.0,188605.0,3657.0,1906.0
TQDBlhcl3cI,كيف تبني العالم ؟ | الدحيح,2024-06-11 17:00:06+00:00,New Media Academy Life ,2733635.0,77017.0,1861.0,1521.0
idevGAEPgyg,أشهر ملاهي في كوكب الارض | الدحيح,2024-06-08 17:00:07+00:00,New Media Academy Life ,2123783.0,74155.0,1300.0,1319.0
KHOAFoxaZaQ,أعداد لا وجود لها | الدحيح,2024-06-04 17:00:06+00:00,New Media Academy Life ,3812928.0,128405.0,5790.0,2104.0
NEy6Oj8dmCc,التوحُّد | الدحيح,2024-05-25 17:00:07+00:00,New Media Academy Life ,4428941.0,138981.0,3825.0,1548.0
zGQ3zRDylJo,ثاني أشهر عالِم في العالَم | الدحيح,2024-05-21 17:00:07+00:00,New Media Academy Life ,5221798.0,131170.0,3394.0,1835.0
s0t_4MSQEYQ,أهم قاعدة في الاستثمار  | الدحيح,2024-05-18 17:00:07+00:00,New Media Academy Life ,4755022.0,135377.0,2964.0,1769.0
Ur-JBlBPt6I,أين ذهب أهل الأندلس | الدحيح ,2025-12-16 17:00:06+00:00,New Media Academy Life ,3875076.0,85800.0,7553.0,2944.0
r7Tzq-MtPpM,لماذا يحب الأمريكان إسرائيل؟ | الدحيح,2025-12-13 17:00:06+00:00,New Media Academy Life ,6653162.0,161724.0,8124.0,2879.0
9jxZH7dUtPw,أماكن مثالية للقتل | الدحيح,2025-12-09 17:00:06+00:00,New Media Academy Life ,1962807.0,49860.0,1432.0,1635.0
iW2qF4LrNxI,قصة الإندومي و ما علاقتها بالسرطان؟ | الدحيح,2025-12-06 17:00:07+00:00,New Media Academy Life ,4058432.0,133373.0,3992.0,2275.0
2BggFNfXPGg,سيف الله المسلول | الدحيح,2025-12-02 17:00:06+00:00,New Media Academy Life ,7243959.0,292977.0,20979.0,2168.0
r_QH0UD144Y,الهرمون المظلوم | الدحيح,2025-11-29 17:00:07+00:00,New Media Academy Life ,2187782.0,64151.0,1533.0,1727.0
dEmzsPt47fE,كيف تصبح قرصان؟ | الدحيح,2025-11-25 17:00:06+00:00,New Media Academy Life ,2887042.0,68927.0,1824.0,2034.0
Dubq7s-5zLU,فن فك الشفرات | الدحيح,2025-11-22 17:00:06+00:00,New Media Academy Life ,1879502.0,54339.0,1812.0,1564.0
N7X_466JYUo,ليلة سقوط بغداد | الدحيح,2025-11-18 17:00:06+00:00,New Media Academy Life ,4666683.0,102594.0,4373.0,2760.0
x0sR_Z9euX4,الشباب والجمال | الدحيح,2025-11-15 17:00:06+00:00,New Media Academy Life ,2426823.0,72405.0,1718.0,1840.0
C9CXcm7krk8,خمس طرق لانتهاء العالم | الدحيح,2025-11-11 17:00:06+00:00,New Media Academy Life ,4995404.0,112895.0,4522.0,3103.0
SuNL6JNidTM,استقلال الجزائر | الدحيح,2025-11-08 17:00:06+00:00,New Media Academy Life ,2487665.0,89088.0,5737.0,2338.0
h3mpiTwYKX8,العبودية | الدحيح ,2025-11-04 17:00:06+00:00,New Media Academy Life ,3148045.0,76822.0,2917.0,2392.0
seJ-lxCCR4w,تاريخ الإعدام | الدحيح,2025-11-01 17:00:06+00:00,New Media Academy Life ,2866992.0,83399.0,2214.0,1639.0
KBCMXaWRRE8,البورصة | الدحيح,2025-10-28 17:00:06+00:00,New Media Academy Life ,1656274.0,41303.0,1168.0,1856.0
oEL1Hu5A2aM,الأذن الموسيقية | الدحيح,2025-10-25 17:00:06+00:00,New Media Academy Life ,1376043.0,42612.0,1820.0,1838.0
H6Zg2pfOygI,أجمل خيانة في تاريخ الأدب | الدحيح,2025-10-21 17:00:06+00:00,New Media Academy Life ,2146666.0,66878.0,1893.0,2221.0
8NRQFrrizbo,العمارة التي قاومت النازيين | الدحيح,2025-10-18 17:00:06+00:00,New Media Academy Life ,1344012.0,39195.0,912.0,1669.0
7hmMdqgkaEs,رحلة التسعة شهور | الدحيح,2025-10-14 17:00:06+00:00,New Media Academy Life ,2569234.0,79715.0,2471.0,1764.0
vZMIvR89A6U,فلاديمير بوتين | الدحيح,2025-10-11 17:00:06+00:00,New Media Academy Life ,5903850.0,129808.0,3501.0,3295.0
EmbMuwOK92c,ما معنى المعاني في اللغة العربية؟ | الدحيح,2025-10-07 17:00:06+00:00,New Media Academy Life ,1825945.0,57512.0,2393.0,1486.0
UORKnHvx2uA,الولادة | الدحيح,2025-10-04 17:00:06+00:00,New Media Academy Life ,2001747.0,60310.0,1653.0,2294.0
MLgVNKRkhdw,ثالث أعظم فيزيائي | الدحيح,2025-09-30 17:00:06+00:00,New Media Academy Life ,2082138.0,55692.0,1474.0,2009.0
tf6zUc7aBLM,عدو الزعيم ستالين | الدحيح,2025-09-27 17:00:06+00:00,New Media Academy Life ,1793269.0,43697.0,890.0,2210.0
SpBgkNPysvA,هتلر x ستالين | الدحيح,2025-09-23 17:00:06+00:00,New Media Academy Life ,4647471.0,122544.0,1996.0,2135.0
WR6zI307dsI,الذهب | الدحيح,2025-09-20 17:00:07+00:00,New Media Academy Life ,3566066.0,76551.0,1534.0,1663.0
rczNtWiyqYY,دراكولا | الدحيح,2025-09-16 17:00:06+00:00,New Media Academy Life ,1792818.0,54570.0,1528.0,1508.0
uIcUFR7TTvo,فلاديمير لينين | الدحيح,2025-09-13 17:00:06+00:00,New Media Academy Life ,3943527.0,75993.0,2545.0,3641.0
lcmaV4l7VV8,  لوحة شادي عبدالسلام السينمائية | الدحيح,2025-09-09 17:00:06+00:00,New Media Academy Life ,1694834.0,46617.0,1564.0,2247.0
GQ27JCOfga4,الغراب | الدحيح,2025-09-06 17:00:06+00:00,New Media Academy Life ,3261105.0,88007.0,2756.0,1661.0
VP-Uh7RGLtQ,تيد كازينسكي | الدحيح,2025-09-02 17:00:27+00:00,New Media Academy Life ,1591608.0,47597.0,1567.0,1805.0
B02tez0hDfk,التنس | الدحيح,2025-08-30 17:00:06+00:00,New Media Academy Life ,1349911.0,38284.0,1351.0,1939.0
2RmyXQk5kjg,كيف تصنع قيمة من لا شيء؟ | الدحيح,2025-08-26 17:00:06+00:00,New Media Academy Life ,2155687.0,54907.0,1615.0,1830.0
NZYR5xZPcaU,المراهقة | الدحيح,2025-08-23 17:00:06+00:00,New Media Academy Life ,5200657.0,202659.0,5071.0,1615.0
hceXwZOplzI,كيف جاء نابليون؟ | الدحيح,2025-08-19 17:00:06+00:00,New Media Academy Life ,2149829.0,60593.0,2400.0,2293.0
DL0pWnWurdM,الثورة الفرنسية ١ | الدحيح,2025-08-16 17:00:06+00:00,New Media Academy Life ,3623402.0,88799.0,3315.0,2355.0
eJFe0dzLH5s,المسلسل الأنجح في التاريخ | الدحيح,2025-08-12 17:00:06+00:00,New Media Academy Life ,3271425.0,87684.0,4179.0,3120.0
J9k0g78CCow,الخبز | الدحيح,2025-08-09 17:00:06+00:00,New Media Academy Life ,2595845.0,70236.0,2317.0,1600.0
Ftijk1Gbn80,العمارة الوحشية | الدحيح,2025-08-05 17:00:06+00:00,New Media Academy Life ,1367564.0,37174.0,1218.0,1658.0
p-OXIH5JG68,فن القتل بالكلمات | الدحيح,2025-08-02 17:00:06+00:00,New Media Academy Life ,3191451.0,86014.0,3737.0,2754.0
RiNp0upos30,مارادونا | الدحيح,2025-07-29 17:00:06+00:00,New Media Academy Life ,3551598.0,88319.0,2633.0,3139.0
xfAIPyl8TSk,ثلاث شركات تحكم العالم | الدحيح,2025-07-26 17:00:06+00:00,New Media Academy Life ,3951308.0,72075.0,1552.0,2419.0
D6yGCX2zV-U,إحذر البوينج 737ماكس | الدحيح,2025-07-22 17:00:06+00:00,New Media Academy Life ,2728162.0,63614.0,1748.0,2762.0
vn-Wvosb5UI,أنا لا أتجمل ولكني أكذب | الدحيح,2025-07-19 17:00:06+00:00,New Media Academy Life ,2776493.0,75285.0,2065.0,1782.0
aVCeuoRp95E,أصغر دولة في العالم | الدحيح,2025-07-15 17:00:06+00:00,New Media Academy Life ,3199632.0,75433.0,4286.0,1977.0
xe9jK511gTc,ماذا يتعلم المهندس من الحيوان؟ | الدحيح,2025-07-12 17:00:06+00:00,New Media Academy Life ,1783916.0,47639.0,2018.0,1905.0
p0e7ICI_8ZY,الإجرام والفن و القداسة | الدحيح,2025-07-08 17:00:06+00:00,New Media Academy Life ,1688752.0,44972.0,1416.0,1973.0
WLxWvkR_ecQ,لغة الجسد | الدحيح,2025-07-05 17:00:06+00:00,New Media Academy Life ,4422553.0,123216.0,3767.0,1703.0
tJRjOwK1u0s,فن صناعة الكتاب عند العرب | الدحيح,2025-07-01 17:00:07+00:00,New Media Academy Life ,1666742.0,41982.0,1440.0,2433.0
tRLr1LVKQOA,إقليم كتالونيا | الدحيح,2025-06-28 17:00:06+00:00,New Media Academy Life ,3455088.0,121827.0,4371.0,2236.0
hCM4b476p08,بحبك يا .... | الدحيح,2025-06-24 17:00:06+00:00,New Media Academy Life ,1976442.0,60161.0,2038.0,1585.0
_y_ptIWYBh4,المراجعة النهائية للدوائر الكهريبة | الدحيح,2025-06-21 17:00:06+00:00,New Media Academy Life ,2608511.0,68737.0,2759.0,2325.0
m5MSWv9nJfM,تأملات في صوت جارة القمر | الدحيح,2025-06-14 20:21:10+00:00,New Media Academy Life ,3011963.0,102998.0,6294.0,2317.0
dUzWEha-plE,المراهنات | الدحيح,2025-06-10 17:00:06+00:00,New Media Academy Life ,3115105.0,80212.0,2499.0,2001.0
GVdMd9yJq8Q,لماذا نحن هنا؟ | الدحيح,2025-06-07 17:00:06+00:00,New Media Academy Life ,3507624.0,108602.0,8935.0,2065.0
HG3xQjwenTc,ألف  سنة من الإنهيار | الدحيح,2025-06-03 17:00:06+00:00,New Media Academy Life ,7534046.0,119843.0,8044.0,3079.0
ndDSORY8mrU,من الشام إلى الأندلس | الدحيح,2025-05-31 17:00:06+00:00,New Media Academy Life ,4523754.0,94787.0,4451.0,2365.0
YpPFr3VOSwM,القصص الحقيقية وراء صراع العروش | الدحيح,2025-05-27 17:00:06+00:00,New Media Academy Life ,5120130.0,149628.0,4247.0,2538.0
th0VZq9lNhU,محاكمة سقراط | الدحيح,2025-05-24 17:00:06+00:00,New Media Academy Life ,3513557.0,105588.0,3341.0,1423.0
iOKV2FCL1Gs,منتخب مصر لكرة اليد | الدحيح,2025-05-20 17:00:06+00:00,New Media Academy Life ,1347706.0,47276.0,1690.0,2014.0
RAUCfqFzTAQ,BYD | الدحيح,2025-05-17 17:00:06+00:00,New Media Academy Life ,3770914.0,103004.0,1798.0,1499.0
yl8Ib03nF24,الرجل الذي منع الملوخية | الدحيح,2025-05-13 17:00:06+00:00,New Media Academy Life ,4468685.0,94916.0,4822.0,2362.0
v0FAN5ieUPc,قصة اكتشاف الحمض النووي | الدحيح,2025-05-10 17:00:06+00:00,New Media Academy Life ,4051104.0,99662.0,4650.0,2360.0
veAJjzwVkW4,احذر الأمير النيجيري | الدحيح,2025-05-06 17:00:06+00:00,New Media Academy Life ,2541706.0,58501.0,1428.0,1552.0
IjlfXxtweYo,الملحمة الشعرية | الدحيح,2025-05-03 17:00:06+00:00,New Media Academy Life ,5414358.0,119056.0,4838.0,2775.0
jmhGEiII-DY,هندسة الفشل | الدحيح,2025-04-29 17:00:06+00:00,New Media Academy Life ,2610808.0,63385.0,1774.0,2408.0
9OtuZtCkKGU,أشهر بنطلون في العالم | الدحيح,2025-04-26 17:00:06+00:00,New Media Academy Life ,1774063.0,50712.0,1095.0,1252.0
b6Fl15dIGgg,انفيديا | الدحيح,2025-04-22 17:00:06+00:00,New Media Academy Life ,2636272.0,82391.0,1971.0,1884.0
IZIGyBBk8D8,من هو سام ألتمان؟ | الدحيح,2025-04-19 17:00:06+00:00,New Media Academy Life ,3151074.0,90189.0,2358.0,1697.0
gaDGCjJntSg,الوقود | الدحيح,2025-04-15 17:00:06+00:00,New Media Academy Life ,2905010.0,70724.0,2015.0,1686.0
UWGSCvAN6fg,أكبر مجاعة في مصر | الدحيح,2025-04-12 17:00:06+00:00,New Media Academy Life ,3096502.0,83005.0,3683.0,1857.0
YsAvaMhuQcM,UFC | الدحيح,2025-04-08 17:00:06+00:00,New Media Academy Life ,2585559.0,77979.0,1488.0,1685.0
GYMwr0-OKyI,أشهر قصة رعب في العالم | الدحيح,2025-04-05 17:00:06+00:00,New Media Academy Life ,2809217.0,81340.0,1862.0,1811.0
CCiWWTHz-ZY,ازاي تبقى باتمان؟ | الدحيح,2025-04-01 18:00:06+00:00,New Media Academy Life ,2303724.0,75403.0,1656.0,1553.0
Ypgg-niXS_w,مدائن صالح | الدحيح,2025-03-29 20:00:06+00:00,New Media Academy Life ,3559721.0,74386.0,4744.0,1813.0
3Ov9I8-C6j0,هاري بوتر | الدحيح,2025-03-25 20:00:06+00:00,New Media Academy Life ,3953149.0,109991.0,3865.0,2337.0
qtxquLkeNak,هل فعلًا الدم عمره ما يبقى مياه؟ | الدحيح,2025-03-22 20:00:06+00:00,New Media Academy Life ,2858886.0,96449.0,2502.0,1720.0
WQj_OUBaMg0,الصعاليك | الدحيح,2025-03-18 20:00:06+00:00,New Media Academy Life ,6204180.0,112140.0,4825.0,3223.0
rUUoZBy8BAM,أزمة منتصف العمر | الدحيح,2025-03-15 20:00:06+00:00,New Media Academy Life ,3160029.0,72484.0,2848.0,2268.0
Rjw1319nwrQ,من يحكم الفضاء؟  | الدحيح,2025-03-11 20:00:06+00:00,New Media Academy Life ,2999196.0,69865.0,1896.0,2130.0
kObjsgCUaZk,للصغار فقط - 18 | الدحيح,2025-03-08 20:00:06+00:00,New Media Academy Life ,4803924.0,218776.0,9143.0,1631.0
9V27W-Jx7i4,45 ثانية من الرعب | الدحيح,2025-03-04 20:00:06+00:00,New Media Academy Life ,2839189.0,75039.0,1720.0,2531.0
xfdf7dBfNdg,سفاح الفلانتين | الدحيح,2025-03-01 20:00:06+00:00,New Media Academy Life ,2191180.0,61571.0,1400.0,1609.0
FiVuG3hu53c,حلقة طويلة عن لاعب قصير | الدحيح,2025-02-25 18:00:06+00:00,New Media Academy Life ,2403291.0,74163.0,1887.0,2291.0
HdEzeiSR5eU,معادلة ستغير نظرتك لكل شيء | الدحيح,2025-02-22 18:00:06+00:00,New Media Academy Life ,2799472.0,73650.0,2956.0,1594.0
omeRuTBszFI,كيف تصنع المعجزة | الدحيح,2025-02-18 18:00:06+00:00,New Media Academy Life ,2592507.0,68884.0,4397.0,1799.0
f1Kb5r-UIYQ,الفشل في أن تصبح فقيرًا | الدحيح,2025-02-15 18:00:07+00:00,New Media Academy Life ,3008995.0,77826.0,2967.0,2086.0
cmJiRqdyxN4,سمكة مهمة لا يعلم عنها أحد | الدحيح,2025-02-11 18:00:06+00:00,New Media Academy Life ,2772843.0,71064.0,2125.0,1715.0
5gNVZ7uEtGE,الفشل الكلوي | الدحيح,2025-02-08 18:00:06+00:00,New Media Academy Life ,2990621.0,111436.0,5322.0,1818.0
oXs2b6V89LI,مكان انطلاق الحرب العالمية التالتة | الدحيح,2025-02-04 18:00:06+00:00,New Media Academy Life ,5771017.0,119075.0,2567.0,2551.0
9ZTCUyhoknU,جراح القلب | الدحيح,2025-02-01 18:00:06+00:00,New Media Academy Life ,5072522.0,196130.0,6289.0,3519.0
WbDh1Ot7Dhg,مسجد داخل كنيسة داخل معبد | الدحيح,2025-01-28 18:00:06+00:00,New Media Academy Life ,1985572.0,60556.0,1610.0,1385.0
sQlFqQY6-eo,برج إيفل | الدحيح,2025-01-25 17:00:06+00:00,New Media Academy Life ,3923430.0,82104.0,2531.0,2504.0
KAjNiQmtams,من أمير إلى فقير | الدحيح,2025-01-21 18:00:06+00:00,New Media Academy Life ,2961776.0,116577.0,4184.0,2035.0
73P33vjUIkg,من سكير إلى أمير | الدحيح,2025-01-18 18:00:06+00:00,New Media Academy Life ,5424590.0,156443.0,5281.0,2021.0
8G9KkBdgYY8,ADHD | الدحيح,2025-01-14 18:00:06+00:00,New Media Academy Life ,6791328.0,221854.0,7817.0,2234.0
WyoscGICLzY,قواعد قتل البشر | الدحيح,2025-01-11 18:00:06+00:00,New Media Academy Life ,4781223.0,111335.0,3089.0,2296.0
O5L9dEFQuYs,لماذا لا نتحدث نفس العربية؟ | الدحيح,2025-01-07 18:00:06+00:00,New Media Academy Life ,3864060.0,130982.0,7745.0,1578.0
zE6NqNW-Dk8,اقوى من البشر، أضعف من السكر | الدحيح,2025-01-04 18:00:06+00:00,New Media Academy Life ,4015886.0,107435.0,2919.0,1833.0
1ZlMrt5Vpvw,التربية الإيجابية | الدحيح,2024-12-31 18:00:06+00:00,New Media Academy Life ,4627216.0,141237.0,3732.0,2073.0
ntZq0wIo2ds,الجيم | الدحيح,2024-12-28 18:00:06+00:00,New Media Academy Life ,6165237.0,208017.0,4667.0,1593.0
13nQ7445lcQ,رحلة ملهمة غير مشروعة | الدحيح,2024-12-24 18:00:06+00:00,New Media Academy Life ,11608043.0,182208.0,3064.0,2137.0
2SBCTcsafCE,أعلى قمة في العالم | الدحيح,2024-12-21 18:00:06+00:00,New Media Academy Life ,4659844.0,104789.0,1796.0,1642.0
E2OHHHrtA0Q,الملاكمة 101 | الدحيح,2024-12-17 18:12:51+00:00,New Media Academy Life ,4170845.0,84128.0,2415.0,2086.0
nc8oJTETqoI,منابع النيل | الدحيح,2026-02-03 17:00:06+00:00,New Media Academy Life ,2323544.0,53528.0,2488.0,2673.0
yc7x5jNhXIQ,جون كينيدي | الدحيح,2026-01-31 17:01:30+00:00,New Media Academy Life ,2787968.0,57414.0,2143.0,2791.0
NJ-JcDcff8o,كيف تسيطر على عقول البشر؟ | الدحيح,2026-01-27 17:00:06+00:00,New Media Academy Life ,2062513.0,58064.0,3720.0,2275.0
z2NGnjXG5uQ,كيف تحولت روسيا إلى إمبراطورية؟ | الدحيح,2026-01-24 17:00:07+00:00,New Media Academy Life ,2322906.0,52865.0,1820.0,3098.0
0urc3PabvOs,مصير الأرض و الشمس و كل شيء | الدحيح,2026-01-20 17:00:06+00:00,New Media Academy Life ,2529414.0,69942.0,4569.0,1834.0
3AwL93uolIA,الساموراي | الدحيح ,2026-01-17 17:00:06+00:00,New Media Academy Life ,2559024.0,76452.0,2596.0,1773.0
ArytJ_HZ-1E,هل Citizen Kane أفضل فيلم في التاريخ؟ | الدحيح,2026-01-13 18:25:16+00:00,New Media Academy Life ,1237994.0,31573.0,1428.0,1725.0
gv5hDK2YQfA,تاج محل | الدحيح,2026-01-10 17:00:07+00:00,New Media Academy Life ,1673939.0,45828.0,1794.0,1337.0
8rcY34IA-6I,الأخطبوط | الدحيح,2026-01-06 17:15:22+00:00,New Media Academy Life ,2044209.0,56202.0,2691.0,1868.0
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,2026-01-03 17:18:31+00:00,New Media Academy Life ,3482546.0,98819.0,3360.0,1873.0
8ZL2AAxQmLQ,كيف تنقل جبل وزنه 30 طن قبل أن يغرق؟ | الدحيح,2025-12-30 17:03:49+00:00,New Media Academy Life ,2081568.0,54914.0,2468.0,1924.0
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,2025-12-27 17:00:06+00:00,New Media Academy Life ,1855478.0,49310.0,3125.0,2233.0
DbuoaakWh7g,معركة ذي قار | الدحيح,2025-12-23 17:00:06+00:00,New Media Academy Life ,3260429.0,86090.0,6016.0,2620.0
Lfs9LrpEUf0,لماذا لا نستطيع قراءة الكتب؟  | الدحيح,2025-12-20 17:00:06+00:00,New Media Academy Life ,2940385.0,136298.0,5483.0,1647.0
wbOYqXfGCyI,,,,,,,
PYTNW_1-fPk,الدحيح | كيف تتفاوض مع طفلك؟ إليك الدليل الكامل,2026-04-20 18:32:34+00:00,AJ+ كبريت,911869.0,80302.0,5635.0,1932.0
6rOBc9GIQzI,3 سنوات دحيح,2020-06-09 19:53:37+00:00,AJ+ كبريت,3248125.0,200790.0,35234.0,195.0
SPYG5Dt__pY,الدحيح - ناطحات سحاب,2020-06-06 18:00:12+00:00,AJ+ كبريت,3556496.0,157747.0,5924.0,1116.0
jmJxRrqZPJU,الدحيح - القولون,2020-06-02 18:00:11+00:00,AJ+ كبريت,4147477.0,178453.0,4913.0,815.0
cz1CcW9CaLI,الدحيح - 100 مليون سنة أكل,2020-05-30 18:00:23+00:00,AJ+ كبريت,3272607.0,154436.0,4772.0,955.0
SPjOesmRBK4,الدحيح - كيف تصنع الترند؟,2020-05-26 18:00:07+00:00,AJ+ كبريت,3489778.0,137389.0,4146.0,1519.0
EDEkqDe-MF8,الدحيح - البزنس الذكي,2020-05-23 18:00:03+00:00,AJ+ كبريت,3280343.0,127275.0,2938.0,1027.0
AGJ4Xm7PyhU,الدحيح - الرجل العنكبوت,2020-05-19 18:00:06+00:00,AJ+ كبريت,4397428.0,207159.0,4058.0,1016.0
Eq2ONmBX9yo,الدحيح - الإنفلونزا الإسبانية,2020-05-16 18:00:07+00:00,AJ+ كبريت,2276290.0,117337.0,2683.0,830.0
AwlKoRY_76U,الدحيح - الهبد,2020-05-12 18:00:03+00:00,AJ+ كبريت,3572257.0,178106.0,6344.0,884.0
Hu89bW1_QMI,الدحيح - شوربة الخفافيش,2020-05-09 18:00:02+00:00,AJ+ كبريت,2867009.0,139660.0,4316.0,1460.0
o-vXOZzyqVc,الدحيح - تيك توك,2020-05-05 18:00:24+00:00,AJ+ كبريت,5152708.0,273183.0,7238.0,841.0
-agh_oZxaoE,الدحيح - كلما يقل يكثر,2020-05-02 18:00:00+00:00,AJ+ كبريت,5452632.0,255422.0,5375.0,1046.0
iTaQIhEJXtU,الدحيح - أبوك كل بالليل,2020-04-28 18:00:24+00:00,AJ+ كبريت,3094060.0,131775.0,6020.0,1210.0
lgDR_6xD1KY,الدحيح - الصيام,2020-04-25 18:00:10+00:00,AJ+ كبريت,5450441.0,267855.0,11361.0,897.0
jJ3UNIMSMxI,الدحيح - التعاطف,2020-04-21 18:00:07+00:00,AJ+ كبريت,2169318.0,107206.0,3459.0,998.0
OuiO0hce2QE,الدحيح - 3.14159,2020-04-18 18:00:06+00:00,AJ+ كبريت,4299145.0,211623.0,6059.0,1132.0
OUa3uhxG0c0,الدحيح - إخوات في الرضاعة,2020-04-14 18:00:07+00:00,AJ+ كبريت,3165790.0,163512.0,9928.0,933.0
nDv408Zl84c,الدحيح - كرة القدم الأمريكية,2020-04-11 18:00:10+00:00,AJ+ كبريت,2516139.0,126057.0,4739.0,1107.0
975UwPgUkNw,الدحيح - الدحيح كوميدي,2020-04-07 18:00:02+00:00,AJ+ كبريت,4509515.0,226428.0,12933.0,1303.0
8ONyl5wXyVY,الدحيح - التدخين والسرطان,2020-04-04 18:00:00+00:00,AJ+ كبريت,4217990.0,197653.0,7092.0,1081.0
N-QJlHPAYDE,الدحيح - هزت عرش العلم,2020-03-31 18:00:05+00:00,AJ+ كبريت,5560777.0,213337.0,7534.0,1561.0
ipUznKIhHrg,الدحيح - الحياة في زمن الكورونا,2020-03-28 18:00:28+00:00,AJ+ كبريت,3442512.0,190837.0,7086.0,1070.0
I0h3onMey-4,الدحيح - جائحة كورونا,2020-03-24 18:00:07+00:00,AJ+ كبريت,3627539.0,233106.0,7958.0,778.0
MhGIO7w3a9U,الدحيح - أسوأ أم,2020-03-21 18:00:09+00:00,AJ+ كبريت,3811936.0,214558.0,5231.0,1178.0
8mQ-v11SeRM,الدحيح - لازم نسيب بعض,2020-03-17 18:13:16+00:00,AJ+ كبريت,8713703.0,461128.0,14569.0,1072.0
PU4Nq-5Q1Sc,الدحيح - أخناتون,2020-03-14 18:00:02+00:00,AJ+ كبريت,3233146.0,139358.0,4092.0,697.0
mawje1RAKOw,الدحيح - كورونا (كوفيد-19),2020-03-10 18:00:11+00:00,AJ+ كبريت,6117356.0,355526.0,11446.0,1401.0
Qyvtcpw8NwI,الدحيح - الرياضيات المحرمة,2020-03-07 18:00:09+00:00,AJ+ كبريت,6076766.0,259566.0,4502.0,836.0
