VideoID,Title,PublishedAt,ChannelName,Views,Likes,Comments,Duration_seconds
J_s1LtMd2zY,الدحيح - حلقة مش وحشة,2020-03-03 18:00:04+00:00,AJ+ كبريت,3434292.0,154924.0,4323.0,893.0
hKDxUuSfw9Q,الدحيح - روبين ويليامز,2020-02-29 18:00:06+00:00,AJ+ كبريت,4814003.0,140561.0,3649.0,1760.0
5Tf22l6szhg,الدحيح - شبابيك اللغة,2020-02-25 18:00:00+00:00,AJ+ كبريت,2428123.0,90575.0,2874.0,1198.0
Jp_Y5P8Qpus,الدحيح - الشتاء قادم,2020-02-22 18:00:06+00:00,AJ+ كبريت,4266598.0,152783.0,4413.0,936.0
UNbXsGSJpbs,الدحيح - من خاف سلم,2020-02-18 18:00:07+00:00,AJ+ كبريت,2020785.0,88841.0,1939.0,649.0
-X7dsuOPKtg,الدحيح - أشهر لوحة في العالم,2020-02-15 18:00:01+00:00,AJ+ كبريت,4351468.0,183593.0,3336.0,936.0
LcyTafn0f2s,الدحيح - الرقاقة الخطيرة,2020-02-11 18:00:02+00:00,AJ+ كبريت,2229605.0,88479.0,1908.0,858.0
YXgbDFPRGjc,الدحيح - العلاج بالصلصة,2020-02-08 18:00:04+00:00,AJ+ كبريت,1982664.0,97507.0,2653.0,890.0
UBUnXo1exBU,الدحيح - كيف يتعلم الأطباء؟,2020-02-04 18:00:06+00:00,AJ+ كبريت,5664219.0,211435.0,4575.0,1314.0
YVk8olC0fmw,الدحيح - قانون بنفورد,2020-02-01 18:00:12+00:00,AJ+ كبريت,2143682.0,89858.0,2493.0,808.0
uZL3018Y5Tk,الدحيح - موزاليزا,2020-01-28 19:13:02+00:00,AJ+ كبريت,2239090.0,103464.0,3010.0,997.0
VKGgzzJ4dK0,الدحيح - الحبة الزرقاء,2020-01-25 18:00:02+00:00,AJ+ كبريت,4943688.0,170325.0,4611.0,1110.0
wG4-nSUXMUM,الدحيح - الأسطول الأصفر,2020-01-21 18:00:15+00:00,AJ+ كبريت,3698551.0,130888.0,3200.0,1348.0
XLEhRU1wlg4,الدحيح - البقاء,2020-01-18 18:00:03+00:00,AJ+ كبريت,2616373.0,106070.0,6610.0,871.0
12LBGRT2cho,الدحيح - الرفض,2020-01-14 18:00:00+00:00,AJ+ كبريت,5192902.0,200562.0,4942.0,1039.0
DC4v9B0urGg,الدحيح - الصلع,2020-01-11 18:00:02+00:00,AJ+ كبريت,3854754.0,154411.0,3989.0,729.0
gPl0CSEpRg8,الدحيح - ثقوب ما لهاش لازمة,2020-01-07 18:00:11+00:00,AJ+ كبريت,3032851.0,106156.0,3394.0,1064.0
sP3ilRaSPvM,الدحيح - اللانهائية,2020-01-04 18:00:08+00:00,AJ+ كبريت,4323163.0,147892.0,7427.0,1611.0
Negh_LoRmIo,الدحيح - هدنة عيد الميلاد,2019-12-31 18:00:02+00:00,AJ+ كبريت,2473202.0,113077.0,3417.0,1076.0
VRPcciuIMb8,الدحيح - مديرون أشرار,2019-12-28 18:00:07+00:00,AJ+ كبريت,2461104.0,82402.0,2611.0,1141.0
DXmDxlKWHYo,الدحيح - فلوس الأغنياء,2019-12-24 18:00:00+00:00,AJ+ كبريت,6434419.0,229755.0,5107.0,1002.0
saYVbgdn3VU,الدحيح - الحرب العالمية الأولى,2019-12-21 18:00:04+00:00,AJ+ كبريت,11308170.0,323854.0,6777.0,1508.0
q1fXIbe5s7s,الدحيح - أهم تاكسي في التاريخ,2019-12-17 18:00:15+00:00,AJ+ كبريت,4269301.0,114132.0,2228.0,1444.0
PNkchH_EFec,الدحيح - صعود أوبر,2019-12-14 18:00:08+00:00,AJ+ كبريت,3195851.0,98239.0,2567.0,1513.0
H5pTxwNoYb8,الدحيح - لازم تنام,2019-12-10 18:00:03+00:00,AJ+ كبريت,10787151.0,476059.0,9796.0,809.0
rrnHkoGLyNU,الدحيح - موظفون بؤساء,2019-12-07 18:00:09+00:00,AJ+ كبريت,7954910.0,157067.0,4784.0,2534.0
EADToaHo188,الدحيح - جنكستان,2019-12-03 18:00:04+00:00,AJ+ كبريت,2125515.0,86152.0,2397.0,815.0
8FVHipm2O5I,الدحيح - طريقة عمل اللغة,2019-11-30 18:00:02+00:00,AJ+ كبريت,3149855.0,126944.0,4580.0,959.0
aZI5UF1EWw8,الدحيح - قانون الغابة,2019-11-26 18:00:00+00:00,AJ+ كبريت,2691303.0,104350.0,2615.0,944.0
SzMRf9ONm_g,الدحيح - البكتيريا الشقية,2019-11-23 18:00:04+00:00,AJ+ كبريت,1748501.0,80838.0,2552.0,962.0
hUwssGjyNS0,الدحيح - ظاهرة الكلب المستضعف,2019-11-19 18:00:05+00:00,AJ+ كبريت,1786979.0,72042.0,2215.0,971.0
natBdoO3E7k,الدحيح - الرياضيون الخارقون,2019-11-16 18:00:13+00:00,AJ+ كبريت,1966951.0,87920.0,1850.0,884.0
3C2tG2eH9-k,الدحيح - الشاويش بطوط,2019-11-12 18:00:00+00:00,AJ+ كبريت,2427867.0,104502.0,2940.0,971.0
fasGAHGfMpc,الدحيح - المجاز والجواز,2019-11-09 18:00:05+00:00,AJ+ كبريت,2421739.0,72157.0,2849.0,1170.0
NDiAWaODyXM,الدحيح - الفراعنة في 1602 ثانية,2019-11-05 18:00:05+00:00,AJ+ كبريت,12947379.0,347834.0,14694.0,1603.0
8s3waZw1as0,الدحيح - الضغط العصبي,2019-11-02 18:00:00+00:00,AJ+ كبريت,6266353.0,291965.0,6101.0,976.0
uzEZ-_tfNsM,الدحيح - الدحيح الحبّيب,2019-10-29 18:00:10+00:00,AJ+ كبريت,2936753.0,133454.0,3669.0,810.0
DSwejW3NelU,الدحيح - الدولفين الأزرق,2019-10-26 18:00:00+00:00,AJ+ كبريت,3038412.0,108764.0,3466.0,1157.0
ih9bnh9QcwE,الدحيح - الجوكر,2019-10-22 18:00:05+00:00,AJ+ كبريت,6837617.0,278356.0,6602.0,1359.0
GXuxaKo73oY,الدحيح - تغريدة المخابرات الأمريكية,2019-10-19 18:00:00+00:00,AJ+ كبريت,4363999.0,123393.0,2637.0,959.0
6xJQglUbro8,الدحيح - أخو نيمار,2019-10-15 18:00:00+00:00,AJ+ كبريت,2430709.0,105682.0,3608.0,1131.0
LqmKFLuCvSM,الدحيح - أم جرثوم,2019-10-12 18:00:04+00:00,AJ+ كبريت,1889079.0,81028.0,2811.0,795.0
aKrXC_QdfMA,الدحيح - الوحدة,2019-10-08 18:00:00+00:00,AJ+ كبريت,8613573.0,329092.0,9672.0,1022.0
psR8ss55AzA,الدحيح - عملة الفيسبوك,2019-10-05 18:00:04+00:00,AJ+ كبريت,2256414.0,82626.0,2055.0,1104.0
t96BJxce_PA,الدحيح - علاقات سامة,2019-10-01 18:00:07+00:00,AJ+ كبريت,3610627.0,140599.0,3082.0,635.0
Y7I9hmWCrrg,الدحيح - عفاريت الأسفلت,2019-09-28 18:00:04+00:00,AJ+ كبريت,2206971.0,87199.0,7251.0,757.0
udr1bdC6VB0,الدحيح - هنعوض في الفاينل,2019-09-24 18:00:06+00:00,AJ+ كبريت,6914286.0,326685.0,10786.0,1102.0
cilkoN8EwJw,الدحيح - حرب فيتنام 2,2019-09-21 18:00:03+00:00,AJ+ كبريت,4253317.0,145475.0,2582.0,792.0
aQlY7XnzJvQ,الدحيح - حرب فيتنام 1,2019-09-17 18:00:00+00:00,AJ+ كبريت,8185964.0,216273.0,4046.0,1355.0
4aIxY-pGEQ4,الدحيح - القفز للمستقبل,2019-09-14 18:00:00+00:00,AJ+ كبريت,3454863.0,141258.0,3805.0,732.0
s92_WAmOc7Q,الدحيح - التوازي العلمي,2019-09-10 18:00:04+00:00,AJ+ كبريت,1910101.0,72544.0,2587.0,806.0
CG48pSyK8GU,الدحيح - الدولار,2019-09-07 18:00:01+00:00,AJ+ كبريت,6241049.0,158287.0,3312.0,1334.0
ZQER0246qbA,الدحيح - التمساح المجنح,2019-08-31 18:00:10+00:00,AJ+ كبريت,4457027.0,155099.0,4924.0,1042.0
1iZftbIYaV0,الدحيح - أجهزة عذراء,2019-08-27 18:00:02+00:00,AJ+ كبريت,2324371.0,99365.0,2510.0,812.0
bkRPdt6xSEQ,الدحيح - يوتوبيا,2019-08-24 18:00:03+00:00,AJ+ كبريت,2934419.0,107987.0,3588.0,1045.0
L43eKPMO1so,الدحيح - البطريق,2019-08-20 18:00:01+00:00,AJ+ كبريت,2991652.0,122472.0,5742.0,1044.0
BKGJwCTiN74,الدحيح - إبادة الكتب,2019-08-17 18:00:00+00:00,AJ+ كبريت,2334295.0,103630.0,4766.0,764.0
WC7H6-U7T34,الدحيح - قنبلة المادة المضادة,2019-08-13 18:00:00+00:00,AJ+ كبريت,2383353.0,103992.0,2830.0,713.0
ueh4P1CF1VY,الدحيح - فيلم العيد,2019-08-10 18:00:11+00:00,AJ+ كبريت,2279925.0,104798.0,2944.0,877.0
fnp4qbQRO8Q,الدحيح - حلقة مدفوعة الأجر,2019-08-06 18:00:04+00:00,AJ+ كبريت,2372085.0,101481.0,3140.0,754.0
_9NiZWRrM7Y,الدحيح - زوبعة فنجان,2019-08-03 18:00:04+00:00,AJ+ كبريت,2491380.0,88843.0,4092.0,895.0
W5xtfJ9NF2E,الدحيح - الأشعة الكونية,2019-07-30 18:00:02+00:00,AJ+ كبريت,1927692.0,89337.0,3559.0,783.0
fPYCDLymh4Q,الدحيح - الرعب النووي,2019-07-27 19:44:57+00:00,AJ+ كبريت,4808153.0,165592.0,4246.0,995.0
P6Dqi2DZHYU,الدحيح - الهاتف الذكي,2019-07-23 18:00:02+00:00,AJ+ كبريت,3508950.0,153384.0,5470.0,864.0
bkqGAcAmyJc,الدحيح - اختبار الذكاء,2019-07-20 18:00:06+00:00,AJ+ كبريت,4424581.0,183076.0,5752.0,1115.0
mP6Psd6YcQI,الدحيح - الرجل الأبيض شايل سيفه,2019-07-16 18:00:06+00:00,AJ+ كبريت,2218205.0,83873.0,4038.0,953.0
UuwA_avpd8o,الدحيح - اليابان الرِّوش,2019-07-13 18:00:03+00:00,AJ+ كبريت,3762957.0,185992.0,6556.0,925.0
PyJzz0zncU4,الدحيح - هو وهي ودوائر الهوية,2019-07-09 19:03:53+00:00,AJ+ كبريت,1933296.0,75161.0,3060.0,867.0
aqKHbCwhA9Y,الدحيح - الذكاء الغبي,2019-07-06 18:00:01+00:00,AJ+ كبريت,5794040.0,212329.0,5383.0,879.0
exX2Bi1EYJ4,الدحيح - الطاقة المظلمة,2019-07-02 18:00:05+00:00,AJ+ كبريت,4093375.0,140462.0,6944.0,1204.0
2d_5xO9ZSPY,الدحيح - كله بالبركة,2019-06-29 18:00:00+00:00,AJ+ كبريت,2233846.0,111652.0,4370.0,689.0
F3kut9M4ick,الدحيح - القرصنة,2019-06-25 18:00:00+00:00,AJ+ كبريت,3786545.0,168859.0,4631.0,911.0
4q7SFKBXVro,الدحيح - خيار وتفاح,2019-06-22 18:00:00+00:00,AJ+ كبريت,3362116.0,158953.0,4713.0,827.0
8TIygq4QHh4,الدحيح - حرب كرة القدم,2019-06-18 18:00:00+00:00,AJ+ كبريت,3982928.0,173472.0,4716.0,1024.0
CylgmoixaP0,"الدحيح - ""كوبي رايت""",2019-06-15 18:00:02+00:00,AJ+ كبريت,3301615.0,158583.0,4392.0,1009.0
YZo8TjZGrsE,الدحيح - لا ناموس بعد اليوم,2019-06-11 18:00:05+00:00,AJ+ كبريت,3847647.0,165123.0,6107.0,873.0
0l7MMsJ4i4I,الدحيح - فيلم ثقافي,2019-06-08 19:18:12+00:00,AJ+ كبريت,3086248.0,130408.0,6109.0,738.0
YdvywuZVrfs,الدحيح - مدمن نجاحات,2019-06-04 18:00:04+00:00,AJ+ كبريت,4005768.0,169231.0,5538.0,955.0
4SdJnp88M-I,الدحيح - يا محاسن الصدف,2019-06-01 18:00:00+00:00,AJ+ كبريت,3738008.0,141716.0,20168.0,975.0
Gb_p1I_CxXA,الدحيح - الحاسة السادسة,2019-05-28 18:00:00+00:00,AJ+ كبريت,4520701.0,207238.0,7220.0,815.0
08r7d-WjHks,الدحيح - المادة المظلمة,2019-05-25 18:40:30+00:00,AJ+ كبريت,3941034.0,158104.0,5273.0,911.0
kE8Sc_sqauE,الدحيح - ميسي المتخاذل,2019-05-21 18:00:05+00:00,AJ+ كبريت,6437182.0,288752.0,8468.0,1320.0
_F0pNv41qMk,الدحيح - عائلة الحاج متولي مرزوق,2019-05-18 18:00:02+00:00,AJ+ كبريت,2943335.0,101293.0,3951.0,1071.0
vmmGJTdmgts,الدحيح - طيران الأستاذ ممتاز,2019-05-14 18:00:11+00:00,AJ+ كبريت,3926705.0,145658.0,3575.0,966.0
OOu55yn6JQQ,الدحيح - تسلا وسبيس إكس,2019-05-11 18:00:02+00:00,AJ+ كبريت,6128899.0,207371.0,4308.0,1342.0
li-aMKu4rDc,الدحيح - بدايات إيلون ماسك,2019-05-07 18:00:10+00:00,AJ+ كبريت,7127963.0,281082.0,4661.0,1230.0
YkgG7b_n9oU,الدحيح - إحياء الموتى,2019-05-04 18:00:02+00:00,AJ+ كبريت,4927976.0,232170.0,7782.0,1130.0
nmZcGPIrojI,الدحيح - إبراهيم وحسام,2019-04-30 18:00:03+00:00,AJ+ كبريت,2781838.0,134650.0,4695.0,994.0
QeXT7SOTaAM,الدحيح - جيناتي عزة,2019-04-27 18:00:05+00:00,AJ+ كبريت,1944635.0,89676.0,2752.0,715.0
PsjQKnSbmqg,الدحيح - موت قزح,2019-04-23 18:00:01+00:00,AJ+ كبريت,2684259.0,112104.0,3658.0,862.0
mJVwgFKvADQ,الدحيح - بريكست,2019-04-20 18:00:05+00:00,AJ+ كبريت,4668638.0,122201.0,3697.0,1667.0
uhAg97NqLuI,الدحيح - أخطر فركشة في التاريخ,2019-04-16 18:00:06+00:00,AJ+ كبريت,6711846.0,158255.0,4414.0,1890.0
RmXitCZ7eho,الدحيح - في بيتنا أسد,2019-04-13 18:00:01+00:00,AJ+ كبريت,3495111.0,153127.0,4567.0,889.0
16qSo2DuHDI,الدحيح - هو الكون إيه؟,2019-04-09 18:00:00+00:00,AJ+ كبريت,6134785.0,227680.0,10041.0,1007.0
2K_gWxST1Vg,الدحيح - محاكمة الطب الجنائي,2019-04-06 18:00:00+00:00,AJ+ كبريت,3746938.0,146793.0,2911.0,688.0
j-NIePo6XF4,الدحيح - عليك واحد,2019-04-02 18:00:03+00:00,AJ+ كبريت,3038767.0,124849.0,2761.0,755.0
UIz-y4COX_I,الدحيح - ليه بنموت؟,2019-03-30 18:00:03+00:00,AJ+ كبريت,6885287.0,294443.0,14398.0,819.0
QERwdX4kt3E,الدحيح - أرقام كاذبة,2019-03-26 18:00:02+00:00,AJ+ كبريت,3188216.0,130603.0,3524.0,1033.0
BdZo4ixQKO4,الدحيح - هشاشة السلامة,2019-03-23 18:00:01+00:00,AJ+ كبريت,2828519.0,106453.0,3436.0,802.0
_38iAr7mDso,الدحيح - الزم حدودك,2019-03-19 18:00:06+00:00,AJ+ كبريت,3099731.0,129560.0,5142.0,749.0
ftbgcarkxS0,الدحيح - الطب النفسي,2019-03-16 18:00:05+00:00,AJ+ كبريت,8542141.0,294592.0,5948.0,1123.0
xwdn-GEa268,الدحيح - الباندا,2019-03-12 18:00:05+00:00,AJ+ كبريت,3267012.0,146280.0,3274.0,877.0
6VZC_eCwys8,الدحيح - العلاج المناعي,2019-03-09 18:00:00+00:00,AJ+ كبريت,2749166.0,112313.0,3208.0,713.0
4XVxKeRj3EM,الدحيح - الانقراض,2019-03-05 18:00:00+00:00,AJ+ كبريت,3705172.0,148818.0,3432.0,894.0
hHiCfg6csNA,الدحيح - قصة القصة,2019-03-02 18:00:05+00:00,AJ+ كبريت,2322395.0,106913.0,4215.0,873.0
yQ2b6srpnPI,الدحيح - شنب وفستان,2019-02-26 18:00:10+00:00,AJ+ كبريت,2927904.0,129189.0,5070.0,1302.0
9n-Ne3in2rg,الدحيح - البيولوجيا الكمية,2019-02-23 18:00:01+00:00,AJ+ كبريت,2267211.0,102696.0,4336.0,711.0
NbxoNMmifR4,الدحيح - روسيا,2019-02-19 18:00:01+00:00,AJ+ كبريت,7760512.0,261062.0,6032.0,1027.0
IXn-AR8GLfk,الدحيح - فضيلة الأنانية,2019-02-16 18:00:01+00:00,AJ+ كبريت,3233257.0,134345.0,4303.0,779.0
T7kFMRhz0Tw,الدحيح - هل الحيوانات تحلم؟,2019-02-12 18:00:03+00:00,AJ+ كبريت,2266123.0,115760.0,2928.0,569.0
H37yuTXXwo8,الدحيح - تجارب الفيسبوك,2019-02-09 18:00:01+00:00,AJ+ كبريت,2377248.0,108505.0,2667.0,622.0
cm3fDQ4YFDw,الدحيح - على جنب يا اسطى,2019-02-05 18:00:03+00:00,AJ+ كبريت,2141146.0,109483.0,2753.0,558.0
dEiS_WpFuc0,الدحيح - الحرب العالمية الثانية,2019-02-02 18:00:02+00:00,AJ+ كبريت,25997432.0,623259.0,19390.0,2354.0
GnpwWk_75vc,الدحيح - هتلر 2,2019-01-29 18:00:03+00:00,AJ+ كبريت,9027166.0,272954.0,7057.0,1454.0
F6MvE6LobFM,الدحيح - حيوانات حساسة,2019-01-26 18:00:01+00:00,AJ+ كبريت,3100146.0,131132.0,3257.0,742.0
wR9-qhoRfwE,الدحيح - الظاهرة كريم بنزيمة,2019-01-22 18:00:11+00:00,AJ+ كبريت,5441653.0,243311.0,7792.0,835.0
5dQb3-c_bPo,الدحيح - حساسية المياه,2019-01-19 18:00:00+00:00,AJ+ كبريت,2518524.0,119705.0,3043.0,371.0
iLyKbfr89Mc,الدحيح - النرجسية,2019-01-15 18:00:03+00:00,AJ+ كبريت,7246763.0,321991.0,7488.0,720.0
5IfivfvpgWw,الدحيح - الصدفة,2019-01-12 18:00:01+00:00,AJ+ كبريت,6207622.0,234080.0,4347.0,887.0
WWxMV2rR5fE,الدحيح - الكائن الطباخ,2019-01-08 18:00:07+00:00,AJ+ كبريت,2261648.0,97253.0,2803.0,648.0
0wmALpeGjnM,الدحيح - نظارات شمس,2019-01-05 18:00:01+00:00,AJ+ كبريت,3483230.0,142225.0,3640.0,715.0
_IsVy72DE58,الدحيح - سوبر هيروز,2019-01-01 18:00:03+00:00,AJ+ كبريت,3219991.0,139750.0,3140.0,839.0
c4rEhRpsbYk,الدحيح - خرافة التقدم والتأخر,2018-12-29 18:00:06+00:00,AJ+ كبريت,3010555.0,110218.0,2947.0,736.0
qFIO6jXHdyU,الدحيح - حتموت من الضحك,2018-12-25 18:00:08+00:00,AJ+ كبريت,5067626.0,228737.0,5079.0,687.0
9lewKY1q79k,الدحيح - تجربة ماري,2018-12-22 18:00:00+00:00,AJ+ كبريت,2131606.0,79635.0,2152.0,700.0
ltUQ3zTv2k8,الدحيح - الحب على النت,2018-12-18 18:00:03+00:00,AJ+ كبريت,4690249.0,232137.0,6329.0,673.0
rkk4jlJlGwM,الدحيح - أذكى جيناتك,2018-12-15 18:00:05+00:00,AJ+ كبريت,2020954.0,75097.0,2029.0,612.0
DtNWs9N16c8,الدحيح - شغلانات مالهاش لازمة,2018-12-11 18:00:01+00:00,AJ+ كبريت,6491318.0,213055.0,4684.0,1011.0
ZFjfK8piBbQ,الدحيح - التعويذة الخوارزمية,2018-12-08 18:00:02+00:00,AJ+ كبريت,2499557.0,101349.0,2832.0,707.0
iyCn7gpeqEI,الدحيح - إنجاب الأحباب,2018-12-04 18:00:04+00:00,AJ+ كبريت,1977501.0,97989.0,5269.0,513.0
mo-VkD60ZsA,الدحيح - نقتل نص الكوكب,2018-12-01 18:00:03+00:00,AJ+ كبريت,5218371.0,212248.0,4825.0,900.0
YbT9vjp8OYk,الدحيح - تيكي تاكا,2018-11-27 18:00:05+00:00,AJ+ كبريت,4595643.0,187651.0,3473.0,937.0
52wamXVvJW4,الدحيح - كيف بدأ الكلب؟,2018-11-24 18:00:00+00:00,AJ+ كبريت,4395630.0,187550.0,4098.0,769.0
CCu3Nqn0pRc,الدحيح - آه لو لعبت يا زهر,2018-11-20 18:00:01+00:00,AJ+ كبريت,2491636.0,96555.0,2876.0,772.0
uHVyKKHXLZQ,الدحيح - التنمية الاقتصادية,2018-11-17 18:00:05+00:00,AJ+ كبريت,2160774.0,77838.0,2624.0,707.0
4iBGr1G34OI,الدحيح - تجارة الأفكار,2018-11-13 18:00:01+00:00,AJ+ كبريت,3162327.0,119823.0,3829.0,744.0
vpc7v3fDiTk,الدحيح - جماعة الإخوان الفيثاغورثيين,2018-11-10 18:00:09+00:00,AJ+ كبريت,2271267.0,84382.0,3610.0,646.0
0jMBuO09h58,الدحيح - أغنية بص بصة على المصادر,2018-11-04 10:51:55+00:00,AJ+ كبريت,2646889.0,139717.0,5114.0,153.0
DnERaC0ySEY,الدحيح - يا سلام يا سلام يا سلام يا سلام,2018-11-03 18:00:01+00:00,AJ+ كبريت,2663706.0,139445.0,6389.0,844.0
aKFxh-IeJog,الدحيح - في مدح الكسل,2018-10-27 18:00:01+00:00,AJ+ كبريت,4580007.0,171472.0,4015.0,740.0
oZxJNBfHAr8,الدحيح - معضلة المساجين,2018-10-20 18:00:05+00:00,AJ+ كبريت,3282074.0,119339.0,2601.0,681.0
SdEe4t_HH7w,الدحيح - أين ذهب الكرش؟,2018-10-13 18:00:03+00:00,AJ+ كبريت,2160187.0,88610.0,2459.0,478.0
xs5eG7C4WKk,الدحيح - ستارت أب,2018-10-06 18:00:08+00:00,AJ+ كبريت,2680610.0,122027.0,3294.0,875.0
4fPI6hUgeJo,الدحيح - المارشملو,2018-09-29 18:00:01+00:00,AJ+ كبريت,4853206.0,216550.0,5211.0,758.0
yED_4fUd8Ig,الدحيح - الكون,2018-09-22 18:00:06+00:00,AJ+ كبريت,4705001.0,165616.0,6573.0,802.0
m9c-keUEViA,الدحيح - البطالة,2018-09-15 18:00:05+00:00,AJ+ كبريت,4755717.0,135428.0,2967.0,868.0
fHCWNPc027Q,الدحيح - الذاكرة الكاذبة,2018-09-08 18:00:04+00:00,AJ+ كبريت,4892000.0,186572.0,3259.0,693.0
WtUc0vnPFiM,الدحيح - ناس نتنة,2018-09-01 18:00:01+00:00,AJ+ كبريت,3867934.0,132149.0,3708.0,639.0
-h0jB1n2OJo,الدحيح - لعنة البترول,2018-08-25 18:00:00+00:00,AJ+ كبريت,4345061.0,159200.0,3985.0,773.0
Y6UB2N6T9tk,الدحيح - مفارقة الإنستغرام,2018-08-18 18:00:04+00:00,AJ+ كبريت,3128024.0,182332.0,3418.0,512.0
14IzHF1zi28,الدحيح - هتلر,2018-08-11 18:00:00+00:00,AJ+ كبريت,12974449.0,380381.0,7890.0,837.0
oPUkpcmAc-w,الدحيح - الحروب,2018-08-04 18:00:04+00:00,AJ+ كبريت,4448585.0,142557.0,2823.0,725.0
2DGJNwUy_EM,الدحيح -  النووي والبكيني,2018-07-28 18:00:01+00:00,AJ+ كبريت,5356176.0,203959.0,4661.0,661.0
XF3BSYxA5eg,الدحيح - أخلاق الأطفال,2018-07-21 18:00:01+00:00,AJ+ كبريت,3138096.0,146014.0,3420.0,616.0
wDXXVBJq2ow,الدحيح - لعبة الديكتاتور,2018-07-14 18:00:04+00:00,AJ+ كبريت,2641694.0,91521.0,1523.0,551.0
ol8SkzSZIvM,الدحيح - سيارات ذاتية القيادة,2018-07-07 18:00:03+00:00,AJ+ كبريت,1686900.0,67541.0,1941.0,587.0
nehA5-iM8-c,الدحيح - معضلة القطار,2018-06-30 18:00:03+00:00,AJ+ كبريت,2844013.0,102031.0,3430.0,672.0
QCg6YH9bHg0,الدحيح - أبو نيمار,2018-06-23 18:00:00+00:00,AJ+ كبريت,5092168.0,222421.0,4276.0,746.0
Tdomyk_nMWI,الدحيح - معضلة الحمار,2018-06-09 18:00:00+00:00,AJ+ كبريت,2674032.0,105953.0,2046.0,531.0
Q8WSUbyLAyM,الدحيح - أخلاق الروبوتات,2018-06-02 18:00:01+00:00,AJ+ كبريت,924879.0,38217.0,1349.0,582.0
1SZZpfqW81U,الدحيح - صوتي لروبوتي,2018-05-26 18:00:01+00:00,AJ+ كبريت,1352533.0,40612.0,1037.0,582.0
FNmwsHlfZRE,الدحيح - احتواء الذكاء,2018-05-19 18:00:01+00:00,AJ+ كبريت,1571566.0,60577.0,1518.0,582.0
qeXPYFM4FI0,الدحيح - التكديس القهري,2018-05-12 18:00:02+00:00,AJ+ كبريت,2557239.0,117297.0,2784.0,514.0
k9zkzTvTSIg,الدحيح - بموت من الجوع,2018-05-05 18:00:02+00:00,AJ+ كبريت,2264702.0,95484.0,2051.0,448.0
jbDWe55zpzw,الدحيح - لو الشر مرض؟,2018-04-28 18:00:02+00:00,AJ+ كبريت,1650764.0,62451.0,2325.0,517.0
vCyWNUzf8Ks,الدحيح - السفَّاح,2018-04-21 18:00:01+00:00,AJ+ كبريت,3269366.0,121390.0,2848.0,470.0
eosw1CBlN-c,الدحيح - مخيَّر أم مخيَّر؟,2018-04-14 18:00:01+00:00,AJ+ كبريت,2859033.0,117980.0,5021.0,567.0
NEXVNKHKg_s,الدحيح - السيطرة على المخ,2018-04-07 18:00:01+00:00,AJ+ كبريت,3344198.0,117602.0,2477.0,495.0
_CQ-6EEaVTY,الدحيح - قراءة الأفكار,2018-03-31 18:00:04+00:00,AJ+ كبريت,4406305.0,167574.0,2792.0,534.0
SkwUz8U-t4U,الدحيح - الإنتروبي,2018-03-24 18:00:02+00:00,AJ+ كبريت,2581804.0,102303.0,3508.0,626.0
7PTEuJwH-vk,الدحيح - الوسطي الجميل,2018-03-17 18:00:01+00:00,AJ+ كبريت,1872030.0,76430.0,1720.0,609.0
Ubz-zr312xU,الدحيح - فين الفضائيين؟,2018-03-10 18:00:02+00:00,AJ+ كبريت,3883076.0,165116.0,4675.0,562.0
_hTKa6e2jec,الدحيح - شاورما الديناصور,2018-03-03 18:00:05+00:00,AJ+ كبريت,2237769.0,83793.0,3696.0,536.0
cEC8slwGkz0,الدحيح - البطاقة الشريرة,2018-02-17 18:00:02+00:00,AJ+ كبريت,2496285.0,96158.0,3664.0,604.0
MjB7lQn8uz8,الدحيح - أنا والكراش وهواك,2018-02-10 18:00:02+00:00,AJ+ كبريت,2487971.0,120547.0,2655.0,482.0
7fP3r2e_8CM,الدحيح - إله الدولة الملحدة,2018-02-03 18:00:00+00:00,AJ+ كبريت,6006923.0,200830.0,10228.0,612.0
FKEF5dXaCA8,الدحيح - الدواء والغلاء,2018-01-27 18:00:01+00:00,AJ+ كبريت,1095961.0,50484.0,1374.0,441.0
-pcBIQjKYO8,الدحيح - وش,2018-01-20 18:00:01+00:00,AJ+ كبريت,2394321.0,95130.0,1968.0,549.0
UxrhhUIOKZg,الدحيح - الكرش صانع التاريخ,2018-01-13 18:00:01+00:00,AJ+ كبريت,2465250.0,103165.0,2077.0,482.0
D7opPETvi_E,الدحيح - هندسة المصلحة,2018-01-06 18:00:00+00:00,AJ+ كبريت,2817705.0,81171.0,1595.0,589.0
uDbVS-OM3G4,الدحيح - زمام الأحلام,2017-12-30 18:00:04+00:00,AJ+ كبريت,2401808.0,98550.0,1759.0,455.0
NjfnhHMmQ-M,الدحيح - الاستغلال حلال؟,2017-12-23 18:00:01+00:00,AJ+ كبريت,2391426.0,80435.0,2118.0,523.0
009zDn1G6yc,الدحيح - ألوان زمان,2017-12-16 18:00:01+00:00,AJ+ كبريت,1968127.0,63909.0,2287.0,557.0
4UW_YbA05Kk,الدحيح - البيت كويْن,2017-12-09 18:00:01+00:00,AJ+ كبريت,3206001.0,135234.0,3902.0,525.0
VUdN7puocNY,الدحيح - ديون وتورتة,2017-12-02 18:00:04+00:00,AJ+ كبريت,2330277.0,62622.0,1351.0,617.0
Sla8OQ_vHi4,الدحيح - إفلاس الدول,2017-11-18 18:00:02+00:00,AJ+ كبريت,4022566.0,137482.0,2875.0,709.0
